workerid,modal,correct_answer,video,catch_trial_answer_correct,percentage_blue,catch_trial,color,image
5,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
5,might,2,orange_might_f,0,75,1,orange,scene_orange_video_75.gif
5,probably,1,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
5,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
6,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
6,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
6,might,1,blue_might_f,0,25,1,blue,scene_blue_video_25.gif
6,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
6,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
6,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
6,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
6,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
6,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
6,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
6,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
6,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
6,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
6,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
6,bare,2,blue_bare_f,1,100,1,blue,scene_blue_video_100.gif
6,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
6,might,2,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
6,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
6,might,1,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
6,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
6,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
6,probably,2,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
6,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
6,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
6,might,1,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
7,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
7,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
7,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
7,might,2,blue_might_f,0,25,1,blue,scene_blue_video_25.gif
7,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
7,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
7,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
7,bare,1,blue_bare_f,1,100,1,blue,scene_blue_video_100.gif
7,might,2,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
7,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
7,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
7,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
7,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
7,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
7,might,1,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
7,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
7,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
7,bare,1,orange_bare_f,1,0,1,orange,scene_orange_video_0.gif
7,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
7,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
7,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
7,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
7,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
7,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
7,probably,1,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
8,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
8,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
8,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
8,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
8,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
8,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
8,bare,2,orange_bare_f,1,0,1,orange,scene_orange_video_0.gif
8,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
8,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
8,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
8,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
8,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
8,probably,1,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
8,might,1,blue_might_f,0,25,1,blue,scene_blue_video_25.gif
8,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
8,bare,2,blue_bare_f,1,100,1,blue,scene_blue_video_100.gif
8,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
8,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
8,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
8,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
8,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
8,bare,2,blue_bare_f,1,100,1,blue,scene_blue_video_100.gif
8,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
8,probably,1,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
8,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
9,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
9,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
9,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
9,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
9,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
9,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
9,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
9,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
9,might,1,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
9,bare,2,orange_bare_f,1,0,1,orange,scene_orange_video_0.gif
9,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
9,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
9,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
9,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
9,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
9,might,1,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
9,might,1,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
9,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
9,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
9,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
9,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
9,probably,2,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
9,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
9,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
9,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
10,might,1,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
10,might,1,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
10,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
10,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
10,probably,2,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
10,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
10,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
10,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
10,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
10,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
10,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
10,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
10,bare,1,orange_bare_f,1,0,1,orange,scene_orange_video_0.gif
10,might,1,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
10,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
10,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
10,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
10,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
10,bare,2,orange_bare_f,1,0,1,orange,scene_orange_video_0.gif
10,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
10,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
10,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
10,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
10,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
10,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
11,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
11,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
11,might,1,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
11,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
11,bare,1,orange_bare_f,1,0,1,orange,scene_orange_video_0.gif
11,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
11,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
11,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
11,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
11,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
11,probably,2,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
11,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
11,might,1,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
11,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
11,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
11,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
11,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
11,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
11,might,1,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
11,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
11,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
11,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
11,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
11,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
11,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
12,probably,2,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
12,bare,1,blue_bare_f,0,100,1,blue,scene_blue_video_100.gif
12,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
12,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
12,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
12,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
12,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
12,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
12,bare,2,blue_bare_f,1,100,1,blue,scene_blue_video_100.gif
12,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
12,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
12,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
12,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
12,probably,2,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
12,might,1,blue_might_f,0,25,1,blue,scene_blue_video_25.gif
12,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
12,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
12,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
12,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
12,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
12,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
12,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
12,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
12,probably,1,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
12,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
13,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
13,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
13,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
13,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
13,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
13,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
13,probably,2,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
13,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
13,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
13,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
13,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
13,bare,2,blue_bare_f,1,100,1,blue,scene_blue_video_100.gif
13,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
13,probably,2,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
13,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
13,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
13,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
13,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
13,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
13,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
13,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
13,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
13,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
13,bare,1,blue_bare_f,1,100,1,blue,scene_blue_video_100.gif
13,probably,1,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
14,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
14,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
14,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
14,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
14,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
14,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
14,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
14,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
14,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
14,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
14,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
14,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
14,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
14,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
14,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
14,might,1,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
14,probably,2,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
14,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
14,bare,2,blue_bare_f,1,100,1,blue,scene_blue_video_100.gif
14,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
14,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
14,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
14,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
14,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
14,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
15,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
15,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
15,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
15,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
15,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
15,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
15,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
15,bare,2,orange_bare_f,1,0,1,orange,scene_orange_video_0.gif
15,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
