"workerid","Answer.time_in_minutes","modal","percentage_blue","Answer.condition","Answer.misread_instructions","rating","color","speaker_cond"
5,12.9778666666667,"bare",60,"probably",0,0,"orange","f"
5,12.9778666666667,"bare",75,"probably",0,2,"orange","f"
5,12.9778666666667,"bare",90,"probably",0,0,"orange","f"
5,12.9778666666667,"bare",100,"probably",0,1,"orange","f"
5,12.9778666666667,"probably",0,"probably",0,8,"orange","f"
5,12.9778666666667,"probably",10,"probably",0,1,"orange","f"
5,12.9778666666667,"probably",25,"probably",0,1,"orange","f"
5,12.9778666666667,"probably",40,"probably",0,0,"orange","f"
5,12.9778666666667,"probably",50,"probably",0,0,"orange","f"
5,12.9778666666667,"probably",60,"probably",0,0,"orange","f"
5,12.9778666666667,"probably",75,"probably",0,0,"orange","f"
5,12.9778666666667,"probably",90,"probably",0,0,"orange","f"
5,12.9778666666667,"probably",100,"probably",0,0,"orange","f"
5,12.9778666666667,"probably",0,"probably",0,0,"blue","f"
5,12.9778666666667,"probably",10,"probably",0,0,"blue","f"
5,12.9778666666667,"probably",25,"probably",0,0,"blue","f"
5,12.9778666666667,"probably",40,"probably",0,0,"blue","f"
5,12.9778666666667,"probably",50,"probably",0,0,"blue","f"
5,12.9778666666667,"probably",60,"probably",0,0,"blue","f"
5,12.9778666666667,"probably",75,"probably",0,2,"blue","f"
5,12.9778666666667,"probably",90,"probably",0,3,"blue","f"
5,12.9778666666667,"probably",100,"probably",0,5,"blue","f"
5,12.9778666666667,"bare",0,"probably",0,0,"blue","f"
5,12.9778666666667,"bare",10,"probably",0,0,"blue","f"
5,12.9778666666667,"bare",25,"probably",0,0,"blue","f"
5,12.9778666666667,"bare",40,"probably",0,0,"blue","f"
5,12.9778666666667,"bare",50,"probably",0,0,"blue","f"
5,12.9778666666667,"bare",60,"probably",0,0,"blue","f"
5,12.9778666666667,"bare",75,"probably",0,5,"blue","f"
5,12.9778666666667,"bare",90,"probably",0,0,"blue","f"
5,12.9778666666667,"bare",100,"probably",0,5,"blue","f"
5,12.9778666666667,"might",0,"probably",0,4,"orange","f"
5,12.9778666666667,"might",10,"probably",0,0,"orange","f"
5,12.9778666666667,"might",25,"probably",0,3,"orange","f"
5,12.9778666666667,"might",40,"probably",0,3,"orange","f"
5,12.9778666666667,"might",50,"probably",0,0,"orange","f"
5,12.9778666666667,"might",60,"probably",0,0,"orange","f"
5,12.9778666666667,"might",75,"probably",0,0,"orange","f"
5,12.9778666666667,"might",90,"probably",0,0,"orange","f"
5,12.9778666666667,"might",100,"probably",0,0,"orange","f"
5,12.9778666666667,"might",0,"probably",0,0,"blue","f"
5,12.9778666666667,"might",10,"probably",0,0,"blue","f"
5,12.9778666666667,"might",25,"probably",0,0,"blue","f"
5,12.9778666666667,"might",40,"probably",0,0,"blue","f"
5,12.9778666666667,"might",50,"probably",0,0,"blue","f"
5,12.9778666666667,"might",60,"probably",0,0,"blue","f"
5,12.9778666666667,"might",75,"probably",0,2,"blue","f"
5,12.9778666666667,"might",90,"probably",0,5,"blue","f"
5,12.9778666666667,"might",100,"probably",0,3,"blue","f"
6,5.61106666666667,"might",0,"probably",0,0,"orange","f"
6,5.61106666666667,"might",10,"probably",0,0,"orange","f"
6,5.61106666666667,"might",25,"probably",0,0,"orange","f"
6,5.61106666666667,"might",40,"probably",0,0,"orange","f"
6,5.61106666666667,"might",50,"probably",0,0,"orange","f"
6,5.61106666666667,"might",60,"probably",0,2,"orange","f"
6,5.61106666666667,"might",75,"probably",0,6,"orange","f"
6,5.61106666666667,"might",90,"probably",0,2,"orange","f"
6,5.61106666666667,"might",100,"probably",0,0,"orange","f"
6,5.61106666666667,"probably",0,"probably",0,0,"orange","f"
6,5.61106666666667,"probably",10,"probably",0,5,"orange","f"
6,5.61106666666667,"probably",25,"probably",0,5,"orange","f"
6,5.61106666666667,"probably",40,"probably",0,0,"orange","f"
6,5.61106666666667,"probably",50,"probably",0,0,"orange","f"
6,5.61106666666667,"probably",60,"probably",0,0,"orange","f"
6,5.61106666666667,"probably",75,"probably",0,0,"orange","f"
6,5.61106666666667,"probably",90,"probably",0,0,"orange","f"
6,5.61106666666667,"probably",100,"probably",0,0,"orange","f"
6,5.61106666666667,"bare",0,"probably",0,10,"orange","f"
6,5.61106666666667,"bare",10,"probably",0,0,"orange","f"
6,5.61106666666667,"bare",25,"probably",0,0,"orange","f"
6,5.61106666666667,"bare",40,"probably",0,0,"orange","f"
6,5.61106666666667,"bare",50,"probably",0,0,"orange","f"
6,5.61106666666667,"bare",60,"probably",0,0,"orange","f"
6,5.61106666666667,"bare",75,"probably",0,0,"orange","f"
6,5.61106666666667,"bare",90,"probably",0,0,"orange","f"
6,5.61106666666667,"bare",100,"probably",0,0,"orange","f"
6,5.61106666666667,"bare",0,"probably",0,0,"blue","f"
6,5.61106666666667,"bare",10,"probably",0,0,"blue","f"
6,5.61106666666667,"bare",25,"probably",0,0,"blue","f"
6,5.61106666666667,"bare",40,"probably",0,0,"blue","f"
6,5.61106666666667,"bare",50,"probably",0,0,"blue","f"
6,5.61106666666667,"bare",60,"probably",0,0,"blue","f"
6,5.61106666666667,"bare",75,"probably",0,0,"blue","f"
6,5.61106666666667,"bare",90,"probably",0,0,"blue","f"
6,5.61106666666667,"bare",100,"probably",0,10,"blue","f"
6,5.61106666666667,"probably",0,"probably",0,0,"blue","f"
6,5.61106666666667,"probably",10,"probably",0,0,"blue","f"
6,5.61106666666667,"probably",25,"probably",0,0,"blue","f"
6,5.61106666666667,"probably",40,"probably",0,0,"blue","f"
6,5.61106666666667,"probably",50,"probably",0,0,"blue","f"
6,5.61106666666667,"probably",60,"probably",0,2,"blue","f"
6,5.61106666666667,"probably",75,"probably",0,6,"blue","f"
6,5.61106666666667,"probably",90,"probably",0,2,"blue","f"
6,5.61106666666667,"probably",100,"probably",0,0,"blue","f"
6,5.61106666666667,"might",0,"probably",0,0,"blue","f"
6,5.61106666666667,"might",10,"probably",0,0,"blue","f"
6,5.61106666666667,"might",25,"probably",0,0,"blue","f"
6,5.61106666666667,"might",40,"probably",0,3,"blue","f"
6,5.61106666666667,"might",50,"probably",0,4,"blue","f"
6,5.61106666666667,"might",60,"probably",0,3,"blue","f"
6,5.61106666666667,"might",75,"probably",0,0,"blue","f"
6,5.61106666666667,"might",90,"probably",0,0,"blue","f"
6,5.61106666666667,"might",100,"probably",0,0,"blue","f"
7,8.40388333333333,"might",0,"probably",0,0,"blue","f"
7,8.40388333333333,"might",10,"probably",0,1,"blue","f"
7,8.40388333333333,"might",25,"probably",0,2,"blue","f"
7,8.40388333333333,"might",40,"probably",0,3,"blue","f"
7,8.40388333333333,"might",50,"probably",0,3,"blue","f"
7,8.40388333333333,"might",60,"probably",0,1,"blue","f"
7,8.40388333333333,"might",75,"probably",0,0,"blue","f"
7,8.40388333333333,"might",90,"probably",0,0,"blue","f"
7,8.40388333333333,"might",100,"probably",0,0,"blue","f"
7,8.40388333333333,"bare",0,"probably",0,0,"blue","f"
7,8.40388333333333,"bare",10,"probably",0,0,"blue","f"
7,8.40388333333333,"bare",25,"probably",0,0,"blue","f"
7,8.40388333333333,"bare",40,"probably",0,0,"blue","f"
7,8.40388333333333,"bare",50,"probably",0,0,"blue","f"
7,8.40388333333333,"bare",60,"probably",0,0,"blue","f"
7,8.40388333333333,"bare",75,"probably",0,2,"blue","f"
7,8.40388333333333,"bare",90,"probably",0,4,"blue","f"
7,8.40388333333333,"bare",100,"probably",0,4,"blue","f"
7,8.40388333333333,"probably",0,"probably",0,0,"orange","f"
7,8.40388333333333,"probably",10,"probably",0,2,"orange","f"
7,8.40388333333333,"probably",25,"probably",0,4,"orange","f"
7,8.40388333333333,"probably",40,"probably",0,3,"orange","f"
7,8.40388333333333,"probably",50,"probably",0,1,"orange","f"
7,8.40388333333333,"probably",60,"probably",0,0,"orange","f"
7,8.40388333333333,"probably",75,"probably",0,0,"orange","f"
7,8.40388333333333,"probably",90,"probably",0,0,"orange","f"
7,8.40388333333333,"probably",100,"probably",0,0,"orange","f"
7,8.40388333333333,"bare",0,"probably",0,6,"orange","f"
7,8.40388333333333,"bare",10,"probably",0,3,"orange","f"
7,8.40388333333333,"bare",25,"probably",0,1,"orange","f"
7,8.40388333333333,"bare",40,"probably",0,0,"orange","f"
7,8.40388333333333,"bare",50,"probably",0,0,"orange","f"
7,8.40388333333333,"bare",60,"probably",0,0,"orange","f"
7,8.40388333333333,"bare",75,"probably",0,0,"orange","f"
7,8.40388333333333,"bare",90,"probably",0,0,"orange","f"
7,8.40388333333333,"bare",100,"probably",0,0,"orange","f"
7,8.40388333333333,"probably",0,"probably",0,0,"blue","f"
7,8.40388333333333,"probably",10,"probably",0,0,"blue","f"
7,8.40388333333333,"probably",25,"probably",0,0,"blue","f"
7,8.40388333333333,"probably",40,"probably",0,0,"blue","f"
7,8.40388333333333,"probably",50,"probably",0,1,"blue","f"
7,8.40388333333333,"probably",60,"probably",0,2,"blue","f"
7,8.40388333333333,"probably",75,"probably",0,3,"blue","f"
7,8.40388333333333,"probably",90,"probably",0,4,"blue","f"
7,8.40388333333333,"probably",100,"probably",0,0,"blue","f"
7,8.40388333333333,"might",0,"probably",0,0,"orange","f"
7,8.40388333333333,"might",10,"probably",0,0,"orange","f"
7,8.40388333333333,"might",25,"probably",0,0,"orange","f"
7,8.40388333333333,"might",40,"probably",0,1,"orange","f"
7,8.40388333333333,"might",50,"probably",0,3,"orange","f"
7,8.40388333333333,"might",60,"probably",0,3,"orange","f"
7,8.40388333333333,"might",75,"probably",0,2,"orange","f"
7,8.40388333333333,"might",90,"probably",0,1,"orange","f"
7,8.40388333333333,"might",100,"probably",0,0,"orange","f"
8,7.62213333333333,"might",0,"probably",1,0,"blue","f"
8,7.62213333333333,"might",10,"probably",1,0,"blue","f"
8,7.62213333333333,"might",25,"probably",1,0,"blue","f"
8,7.62213333333333,"might",40,"probably",1,0,"blue","f"
8,7.62213333333333,"might",50,"probably",1,1,"blue","f"
8,7.62213333333333,"might",60,"probably",1,1,"blue","f"
8,7.62213333333333,"might",75,"probably",1,2,"blue","f"
8,7.62213333333333,"might",90,"probably",1,3,"blue","f"
8,7.62213333333333,"might",100,"probably",1,3,"blue","f"
8,7.62213333333333,"bare",0,"probably",1,3,"orange","f"
8,7.62213333333333,"bare",10,"probably",1,3,"orange","f"
8,7.62213333333333,"bare",25,"probably",1,2,"orange","f"
8,7.62213333333333,"bare",40,"probably",1,1,"orange","f"
8,7.62213333333333,"bare",50,"probably",1,1,"orange","f"
8,7.62213333333333,"bare",60,"probably",1,0,"orange","f"
8,7.62213333333333,"bare",75,"probably",1,0,"orange","f"
8,7.62213333333333,"bare",90,"probably",1,0,"orange","f"
8,7.62213333333333,"bare",100,"probably",1,0,"orange","f"
8,7.62213333333333,"probably",0,"probably",1,4,"orange","f"
8,7.62213333333333,"probably",10,"probably",1,2,"orange","f"
8,7.62213333333333,"probably",25,"probably",1,2,"orange","f"
8,7.62213333333333,"probably",40,"probably",1,1,"orange","f"
8,7.62213333333333,"probably",50,"probably",1,1,"orange","f"
8,7.62213333333333,"probably",60,"probably",1,0,"orange","f"
8,7.62213333333333,"probably",75,"probably",1,0,"orange","f"
8,7.62213333333333,"probably",90,"probably",1,0,"orange","f"
8,7.62213333333333,"probably",100,"probably",1,0,"orange","f"
8,7.62213333333333,"probably",0,"probably",1,0,"blue","f"
8,7.62213333333333,"probably",10,"probably",1,0,"blue","f"
8,7.62213333333333,"probably",25,"probably",1,0,"blue","f"
8,7.62213333333333,"probably",40,"probably",1,0,"blue","f"
