workerid,percentage_blue,rating,color,modal,Answer.misread_instructions,Answer.time_in_minutes,Answer.condition
0,100,0,blue,might,0,4.037516666666667,might
0,0,0,blue,bare,0,4.037516666666667,might
0,10,0,blue,bare,0,4.037516666666667,might
0,25,0,blue,bare,0,4.037516666666667,might
0,40,0,blue,bare,0,4.037516666666667,might
0,50,0,blue,bare,0,4.037516666666667,might
0,60,0,blue,bare,0,4.037516666666667,might
0,75,0,blue,bare,0,4.037516666666667,might
0,90,0,blue,bare,0,4.037516666666667,might
0,100,10,blue,bare,0,4.037516666666667,might
1,0,0,blue,might,0,4.3635,might
1,10,0,blue,might,0,4.3635,might
1,25,0,blue,might,0,4.3635,might
1,40,0,blue,might,0,4.3635,might
1,50,6,blue,might,0,4.3635,might
1,60,4,blue,might,0,4.3635,might
1,75,0,blue,might,0,4.3635,might
1,90,0,blue,might,0,4.3635,might
1,100,0,blue,might,0,4.3635,might
1,0,10,orange,bare,0,4.3635,might
1,10,0,orange,bare,0,4.3635,might
1,25,0,orange,bare,0,4.3635,might
1,40,0,orange,bare,0,4.3635,might
1,50,0,orange,bare,0,4.3635,might
1,60,0,orange,bare,0,4.3635,might
1,75,0,orange,bare,0,4.3635,might
1,90,0,orange,bare,0,4.3635,might
1,100,0,orange,bare,0,4.3635,might
1,0,0,blue,bare,0,4.3635,might
1,10,0,blue,bare,0,4.3635,might
1,25,0,blue,bare,0,4.3635,might
1,40,0,blue,bare,0,4.3635,might
1,50,0,blue,bare,0,4.3635,might
1,60,0,blue,bare,0,4.3635,might
1,75,0,blue,bare,0,4.3635,might
1,90,0,blue,bare,0,4.3635,might
1,100,10,blue,bare,0,4.3635,might
1,0,0,orange,probably,0,4.3635,might
1,10,7,orange,probably,0,4.3635,might
1,25,3,orange,probably,0,4.3635,might
1,40,0,orange,probably,0,4.3635,might
1,50,0,orange,probably,0,4.3635,might
1,60,0,orange,probably,0,4.3635,might
1,75,0,orange,probably,0,4.3635,might
1,90,0,orange,probably,0,4.3635,might
1,100,0,orange,probably,0,4.3635,might
1,0,0,orange,might,0,4.3635,might
1,10,0,orange,might,0,4.3635,might
1,25,0,orange,might,0,4.3635,might
1,40,4,orange,might,0,4.3635,might
1,50,4,orange,might,0,4.3635,might
1,60,2,orange,might,0,4.3635,might
1,75,0,orange,might,0,4.3635,might
1,90,0,orange,might,0,4.3635,might
1,100,0,orange,might,0,4.3635,might
1,0,0,blue,probably,0,4.3635,might
1,10,0,blue,probably,0,4.3635,might
1,25,0,blue,probably,0,4.3635,might
1,40,0,blue,probably,0,4.3635,might
1,50,0,blue,probably,0,4.3635,might
1,60,0,blue,probably,0,4.3635,might
1,75,4,blue,probably,0,4.3635,might
1,90,6,blue,probably,0,4.3635,might
1,100,0,blue,probably,0,4.3635,might
2,0,0,orange,might,0,5.594166666666666,might
2,10,0,orange,might,0,5.594166666666666,might
2,25,0,orange,might,0,5.594166666666666,might
2,40,3,orange,might,0,5.594166666666666,might
2,50,3,orange,might,0,5.594166666666666,might
2,60,2,orange,might,0,5.594166666666666,might
2,75,2,orange,might,0,5.594166666666666,might
2,90,0,orange,might,0,5.594166666666666,might
2,100,0,orange,might,0,5.594166666666666,might
2,0,0,orange,probably,0,5.594166666666666,might
2,10,7,orange,probably,0,5.594166666666666,might
2,25,3,orange,probably,0,5.594166666666666,might
2,40,0,orange,probably,0,5.594166666666666,might
2,50,0,orange,probably,0,5.594166666666666,might
2,60,0,orange,probably,0,5.594166666666666,might
2,75,0,orange,probably,0,5.594166666666666,might
2,90,0,orange,probably,0,5.594166666666666,might
2,100,0,orange,probably,0,5.594166666666666,might
2,0,0,blue,might,0,5.594166666666666,might
2,10,0,blue,might,0,5.594166666666666,might
2,25,0,blue,might,0,5.594166666666666,might
2,40,4,blue,might,0,5.594166666666666,might
2,50,3,blue,might,0,5.594166666666666,might
2,60,3,blue,might,0,5.594166666666666,might
2,75,0,blue,might,0,5.594166666666666,might
2,90,0,blue,might,0,5.594166666666666,might
2,100,0,blue,might,0,5.594166666666666,might
2,0,10,orange,bare,0,5.594166666666666,might
2,10,0,orange,bare,0,5.594166666666666,might
2,25,0,orange,bare,0,5.594166666666666,might
2,40,0,orange,bare,0,5.594166666666666,might
2,50,0,orange,bare,0,5.594166666666666,might
2,60,0,orange,bare,0,5.594166666666666,might
2,75,0,orange,bare,0,5.594166666666666,might
2,90,0,orange,bare,0,5.594166666666666,might
2,100,0,orange,bare,0,5.594166666666666,might
2,0,0,blue,bare,0,5.594166666666666,might
2,10,0,blue,bare,0,5.594166666666666,might
2,25,0,blue,bare,0,5.594166666666666,might
2,40,0,blue,bare,0,5.594166666666666,might
2,50,0,blue,bare,0,5.594166666666666,might
2,60,0,blue,bare,0,5.594166666666666,might
2,75,0,blue,bare,0,5.594166666666666,might
2,90,0,blue,bare,0,5.594166666666666,might
2,100,10,blue,bare,0,5.594166666666666,might
2,0,0,blue,probably,0,5.594166666666666,might
2,10,0,blue,probably,0,5.594166666666666,might
2,25,0,blue,probably,0,5.594166666666666,might
2,40,0,blue,probably,0,5.594166666666666,might
2,50,0,blue,probably,0,5.594166666666666,might
2,60,0,blue,probably,0,5.594166666666666,might
2,75,2,blue,probably,0,5.594166666666666,might
2,90,8,blue,probably,0,5.594166666666666,might
2,100,0,blue,probably,0,5.594166666666666,might
3,0,0,orange,probably,0,4.905433333333334,might
3,10,10,orange,probably,0,4.905433333333334,might
3,25,0,orange,probably,0,4.905433333333334,might
3,40,0,orange,probably,0,4.905433333333334,might
3,50,0,orange,probably,0,4.905433333333334,might
3,60,0,orange,probably,0,4.905433333333334,might
3,75,0,orange,probably,0,4.905433333333334,might
3,90,0,orange,probably,0,4.905433333333334,might
3,100,0,orange,probably,0,4.905433333333334,might
3,0,0,blue,bare,0,4.905433333333334,might
3,10,0,blue,bare,0,4.905433333333334,might
3,25,0,blue,bare,0,4.905433333333334,might
3,40,0,blue,bare,0,4.905433333333334,might
3,50,0,blue,bare,0,4.905433333333334,might
3,60,0,blue,bare,0,4.905433333333334,might
3,75,0,blue,bare,0,4.905433333333334,might
3,90,0,blue,bare,0,4.905433333333334,might
3,100,10,blue,bare,0,4.905433333333334,might
3,0,0,blue,might,0,4.905433333333334,might
3,10,0,blue,might,0,4.905433333333334,might
3,25,0,blue,might,0,4.905433333333334,might
3,40,0,blue,might,0,4.905433333333334,might
3,50,0,blue,might,0,4.905433333333334,might
3,60,7,blue,might,0,4.905433333333334,might
3,75,3,blue,might,0,4.905433333333334,might
3,90,0,blue,might,0,4.905433333333334,might
3,100,0,blue,might,0,4.905433333333334,might
3,0,10,orange,bare,0,4.905433333333334,might
3,10,0,orange,bare,0,4.905433333333334,might
3,25,0,orange,bare,0,4.905433333333334,might
3,40,0,orange,bare,0,4.905433333333334,might
3,50,0,orange,bare,0,4.905433333333334,might
3,60,0,orange,bare,0,4.905433333333334,might
3,75,0,orange,bare,0,4.905433333333334,might
3,90,0,orange,bare,0,4.905433333333334,might
3,100,0,orange,bare,0,4.905433333333334,might
3,0,0,orange,might,0,4.905433333333334,might
3,10,0,orange,might,0,4.905433333333334,might
3,25,0,orange,might,0,4.905433333333334,might
3,40,0,orange,might,0,4.905433333333334,might
3,50,10,orange,might,0,4.905433333333334,might
3,60,0,orange,might,0,4.905433333333334,might
3,75,0,orange,might,0,4.905433333333334,might
3,90,0,orange,might,0,4.905433333333334,might
3,100,0,orange,might,0,4.905433333333334,might
3,0,0,blue,probably,0,4.905433333333334,might
3,10,0,blue,probably,0,4.905433333333334,might
3,25,0,blue,probably,0,4.905433333333334,might
3,40,0,blue,probably,0,4.905433333333334,might
3,50,0,blue,probably,0,4.905433333333334,might
3,60,0,blue,probably,0,4.905433333333334,might
3,75,0,blue,probably,0,4.905433333333334,might
3,90,10,blue,probably,0,4.905433333333334,might
3,100,0,blue,probably,0,4.905433333333334,might
4,0,0,orange,probably,0,5.523083333333333,might
4,10,4,orange,probably,0,5.523083333333333,might
4,25,4,orange,probably,0,5.523083333333333,might
4,40,2,orange,probably,0,5.523083333333333,might
4,50,0,orange,probably,0,5.523083333333333,might
4,60,0,orange,probably,0,5.523083333333333,might
4,75,0,orange,probably,0,5.523083333333333,might
4,90,0,orange,probably,0,5.523083333333333,might
4,100,0,orange,probably,0,5.523083333333333,might
4,0,10,orange,bare,0,5.523083333333333,might
4,10,0,orange,bare,0,5.523083333333333,might
4,25,0,orange,bare,0,5.523083333333333,might
4,40,0,orange,bare,0,5.523083333333333,might
4,50,0,orange,bare,0,5.523083333333333,might
4,60,0,orange,bare,0,5.523083333333333,might
4,75,0,orange,bare,0,5.523083333333333,might
4,90,0,orange,bare,0,5.523083333333333,might
4,100,0,orange,bare,0,5.523083333333333,might
4,0,0,blue,probably,0,5.523083333333333,might
4,10,0,blue,probably,0,5.523083333333333,might
4,25,0,blue,probably,0,5.523083333333333,might
4,40,0,blue,probably,0,5.523083333333333,might
4,50,0,blue,probably,0,5.523083333333333,might
4,60,1,blue,probably,0,5.523083333333333,might
4,75,4,blue,probably,0,5.523083333333333,might
4,90,5,blue,probably,0,5.523083333333333,might
4,100,0,blue,probably,0,5.523083333333333,might
4,0,0,orange,might,0,5.523083333333333,might
4,10,0,orange,might,0,5.523083333333333,might
4,25,0,orange,might,0,5.523083333333333,might
4,40,3,orange,might,0,5.523083333333333,might
4,50,4,orange,might,0,5.523083333333333,might
4,60,3,orange,might,0,5.523083333333333,might
4,75,0,orange,might,0,5.523083333333333,might
4,90,0,orange,might,0,5.523083333333333,might
4,100,0,orange,might,0,5.523083333333333,might
4,0,0,blue,might,0,5.523083333333333,might
4,10,0,blue,might,0,5.523083333333333,might
4,25,0,blue,might,0,5.523083333333333,might
4,40,3,blue,might,0,5.523083333333333,might
4,50,4,blue,might,0,5.523083333333333,might
4,60,3,blue,might,0,5.523083333333333,might
4,75,0,blue,might,0,5.523083333333333,might
4,90,0,blue,might,0,5.523083333333333,might
4,100,0,blue,might,0,5.523083333333333,might
4,0,0,blue,bare,0,5.523083333333333,might
4,10,0,blue,bare,0,5.523083333333333,might
4,25,0,blue,bare,0,5.523083333333333,might
4,40,0,blue,bare,0,5.523083333333333,might
4,50,0,blue,bare,0,5.523083333333333,might
4,60,0,blue,bare,0,5.523083333333333,might
4,75,0,blue,bare,0,5.523083333333333,might
4,90,0,blue,bare,0,5.523083333333333,might
4,100,10,blue,bare,0,5.523083333333333,might
5,0,0,blue,bare,0,4.0446,might
5,10,0,blue,bare,0,4.0446,might
5,25,0,blue,bare,0,4.0446,might
5,40,0,blue,bare,0,4.0446,might
5,50,0,blue,bare,0,4.0446,might
5,60,0,blue,bare,0,4.0446,might
5,75,0,blue,bare,0,4.0446,might
5,90,0,blue,bare,0,4.0446,might
5,100,10,blue,bare,0,4.0446,might
5,0,0,blue,probably,0,4.0446,might
5,10,0,blue,probably,0,4.0446,might
5,25,0,blue,probably,0,4.0446,might
5,40,0,blue,probably,0,4.0446,might
5,50,1,blue,probably,0,4.0446,might
5,60,4,blue,probably,0,4.0446,might
5,75,4,blue,probably,0,4.0446,might
5,90,1,blue,probably,0,4.0446,might
5,100,0,blue,probably,0,4.0446,might
5,0,0,orange,might,0,4.0446,might
5,10,0,orange,might,0,4.0446,might
5,25,0,orange,might,0,4.0446,might
5,40,5,orange,might,0,4.0446,might
5,50,5,orange,might,0,4.0446,might
5,60,0,orange,might,0,4.0446,might
5,75,0,orange,might,0,4.0446,might
5,90,0,orange,might,0,4.0446,might
5,100,0,orange,might,0,4.0446,might
5,0,0,orange,probably,0,4.0446,might
5,10,6,orange,probably,0,4.0446,might
5,25,4,orange,probably,0,4.0446,might
5,40,0,orange,probably,0,4.0446,might
5,50,0,orange,probably,0,4.0446,might
5,60,0,orange,probably,0,4.0446,might
5,75,0,orange,probably,0,4.0446,might
5,90,0,orange,probably,0,4.0446,might
5,100,0,orange,probably,0,4.0446,might
5,0,0,blue,might,0,4.0446,might
5,10,0,blue,might,0,4.0446,might
5,25,0,blue,might,0,4.0446,might
5,40,0,blue,might,0,4.0446,might
5,50,5,blue,might,0,4.0446,might
5,60,4,blue,might,0,4.0446,might
5,75,1,blue,might,0,4.0446,might
5,90,0,blue,might,0,4.0446,might
5,100,0,blue,might,0,4.0446,might
5,0,10,orange,bare,0,4.0446,might
5,10,0,orange,bare,0,4.0446,might
5,25,0,orange,bare,0,4.0446,might
5,40,0,orange,bare,0,4.0446,might
5,50,0,orange,bare,0,4.0446,might
5,60,0,orange,bare,0,4.0446,might
5,75,0,orange,bare,0,4.0446,might
5,90,0,orange,bare,0,4.0446,might
5,100,0,orange,bare,0,4.0446,might
6,0,0,blue,might,0,5.5114833333333335,might
6,10,0,blue,might,0,5.5114833333333335,might
6,25,0,blue,might,0,5.5114833333333335,might
6,40,1,blue,might,0,5.5114833333333335,might
6,50,5,blue,might,0,5.5114833333333335,might
6,60,3,blue,might,0,5.5114833333333335,might
6,75,1,blue,might,0,5.5114833333333335,might
6,90,0,blue,might,0,5.5114833333333335,might
6,100,0,blue,might,0,5.5114833333333335,might
6,0,0,orange,might,0,5.5114833333333335,might
6,10,0,orange,might,0,5.5114833333333335,might
6,25,1,orange,might,0,5.5114833333333335,might
6,40,4,orange,might,0,5.5114833333333335,might
6,50,4,orange,might,0,5.5114833333333335,might
6,60,1,orange,might,0,5.5114833333333335,might
6,75,0,orange,might,0,5.5114833333333335,might
6,90,0,orange,might,0,5.5114833333333335,might
6,100,0,orange,might,0,5.5114833333333335,might
6,0,0,blue,bare,0,5.5114833333333335,might
6,10,0,blue,bare,0,5.5114833333333335,might
6,25,0,blue,bare,0,5.5114833333333335,might
6,40,0,blue,bare,0,5.5114833333333335,might
6,50,0,blue,bare,0,5.5114833333333335,might
6,60,0,blue,bare,0,5.5114833333333335,might
6,75,0,blue,bare,0,5.5114833333333335,might
6,90,0,blue,bare,0,5.5114833333333335,might
6,100,10,blue,bare,0,5.5114833333333335,might
6,0,0,orange,probably,0,5.5114833333333335,might
6,10,8,orange,probably,0,5.5114833333333335,might
6,25,2,orange,probably,0,5.5114833333333335,might
6,40,0,orange,probably,0,5.5114833333333335,might
6,50,0,orange,probably,0,5.5114833333333335,might
6,60,0,orange,probably,0,5.5114833333333335,might
6,75,0,orange,probably,0,5.5114833333333335,might
6,90,0,orange,probably,0,5.5114833333333335,might
6,100,0,orange,probably,0,5.5114833333333335,might
6,0,0,blue,probably,0,5.5114833333333335,might
6,10,0,blue,probably,0,5.5114833333333335,might
6,25,0,blue,probably,0,5.5114833333333335,might
6,40,0,blue,probably,0,5.5114833333333335,might
6,50,0,blue,probably,0,5.5114833333333335,might
6,60,0,blue,probably,0,5.5114833333333335,might
6,75,2,blue,probably,0,5.5114833333333335,might
6,90,8,blue,probably,0,5.5114833333333335,might
6,100,0,blue,probably,0,5.5114833333333335,might
6,0,10,orange,bare,0,5.5114833333333335,might
6,10,0,orange,bare,0,5.5114833333333335,might
6,25,0,orange,bare,0,5.5114833333333335,might
6,40,0,orange,bare,0,5.5114833333333335,might
6,50,0,orange,bare,0,5.5114833333333335,might
6,60,0,orange,bare,0,5.5114833333333335,might
6,75,0,orange,bare,0,5.5114833333333335,might
6,90,0,orange,bare,0,5.5114833333333335,might
6,100,0,orange,bare,0,5.5114833333333335,might
7,0,0,blue,might,0,4.12225,might
7,10,0,blue,might,0,4.12225,might
7,25,0,blue,might,0,4.12225,might
7,40,0,blue,might,0,4.12225,might
7,50,0,blue,might,0,4.12225,might
7,60,10,blue,might,0,4.12225,might
7,75,0,blue,might,0,4.12225,might
7,90,0,blue,might,0,4.12225,might
7,100,0,blue,might,0,4.12225,might
7,0,0,orange,probably,0,4.12225,might
7,10,10,orange,probably,0,4.12225,might
7,25,0,orange,probably,0,4.12225,might
7,40,0,orange,probably,0,4.12225,might
7,50,0,orange,probably,0,4.12225,might
7,60,0,orange,probably,0,4.12225,might
7,75,0,orange,probably,0,4.12225,might
7,90,0,orange,probably,0,4.12225,might
7,100,0,orange,probably,0,4.12225,might
7,0,10,orange,bare,0,4.12225,might
7,10,0,orange,bare,0,4.12225,might
7,25,0,orange,bare,0,4.12225,might
7,40,0,orange,bare,0,4.12225,might
7,50,0,orange,bare,0,4.12225,might
7,60,0,orange,bare,0,4.12225,might
7,75,0,orange,bare,0,4.12225,might
7,90,0,orange,bare,0,4.12225,might
7,100,0,orange,bare,0,4.12225,might
7,0,0,orange,might,0,4.12225,might
7,10,0,orange,might,0,4.12225,might
7,25,0,orange,might,0,4.12225,might
7,40,0,orange,might,0,4.12225,might
7,50,10,orange,might,0,4.12225,might
7,60,0,orange,might,0,4.12225,might
7,75,0,orange,might,0,4.12225,might
7,90,0,orange,might,0,4.12225,might
7,100,0,orange,might,0,4.12225,might
7,0,0,blue,bare,0,4.12225,might
7,10,0,blue,bare,0,4.12225,might
7,25,0,blue,bare,0,4.12225,might
7,40,0,blue,bare,0,4.12225,might
7,50,0,blue,bare,0,4.12225,might
7,60,0,blue,bare,0,4.12225,might
7,75,0,blue,bare,0,4.12225,might
7,90,0,blue,bare,0,4.12225,might
7,100,10,blue,bare,0,4.12225,might
7,0,0,blue,probably,0,4.12225,might
7,10,0,blue,probably,0,4.12225,might
7,25,0,blue,probably,0,4.12225,might
7,40,0,blue,probably,0,4.12225,might
7,50,0,blue,probably,0,4.12225,might
7,60,0,blue,probably,0,4.12225,might
7,75,10,blue,probably,0,4.12225,might
7,90,0,blue,probably,0,4.12225,might
7,100,0,blue,probably,0,4.12225,might
8,0,0,blue,probably,1,18.40745,might
8,10,0,blue,probably,1,18.40745,might
8,25,0,blue,probably,1,18.40745,might
8,40,0,blue,probably,1,18.40745,might
8,50,0,blue,probably,1,18.40745,might
8,60,0,blue,probably,1,18.40745,might
8,75,0,blue,probably,1,18.40745,might
8,90,5,blue,probably,1,18.40745,might
8,100,5,blue,probably,1,18.40745,might
8,0,0,orange,probably,1,18.40745,might
8,10,4,orange,probably,1,18.40745,might
8,25,0,orange,probably,1,18.40745,might
8,40,0,orange,probably,1,18.40745,might
8,50,6,orange,probably,1,18.40745,might
8,60,0,orange,probably,1,18.40745,might
8,75,0,orange,probably,1,18.40745,might
8,90,0,orange,probably,1,18.40745,might
8,100,0,orange,probably,1,18.40745,might
8,0,0,orange,might,1,18.40745,might
8,10,0,orange,might,1,18.40745,might
8,25,0,orange,might,1,18.40745,might
8,40,2,orange,might,1,18.40745,might
8,50,0,orange,might,1,18.40745,might
8,60,8,orange,might,1,18.40745,might
8,75,0,orange,might,1,18.40745,might
8,90,0,orange,might,1,18.40745,might
8,100,0,orange,might,1,18.40745,might
8,0,0,orange,bare,1,18.40745,might
8,10,7,orange,bare,1,18.40745,might
8,25,3,orange,bare,1,18.40745,might
8,40,0,orange,bare,1,18.40745,might
8,50,0,orange,bare,1,18.40745,might
8,60,0,orange,bare,1,18.40745,might
8,75,0,orange,bare,1,18.40745,might
8,90,0,orange,bare,1,18.40745,might
8,100,0,orange,bare,1,18.40745,might
8,0,0,blue,bare,1,18.40745,might
8,10,0,blue,bare,1,18.40745,might
8,25,0,blue,bare,1,18.40745,might
8,40,0,blue,bare,1,18.40745,might
8,50,0,blue,bare,1,18.40745,might
8,60,0,blue,bare,1,18.40745,might
8,75,0,blue,bare,1,18.40745,might
8,90,3,blue,bare,1,18.40745,might
8,100,7,blue,bare,1,18.40745,might
8,0,0,blue,might,1,18.40745,might
8,10,0,blue,might,1,18.40745,might
8,25,0,blue,might,1,18.40745,might
8,40,0,blue,might,1,18.40745,might
8,50,0,blue,might,1,18.40745,might
8,60,4,blue,might,1,18.40745,might
8,75,6,blue,might,1,18.40745,might
8,90,0,blue,might,1,18.40745,might
8,100,0,blue,might,1,18.40745,might
9,0,0,blue,might,0,4.18685,might
9,10,0,blue,might,0,4.18685,might
9,25,6,blue,might,0,4.18685,might
9,40,4,blue,might,0,4.18685,might
9,50,0,blue,might,0,4.18685,might
9,60,0,blue,might,0,4.18685,might
9,75,0,blue,might,0,4.18685,might
9,90,0,blue,might,0,4.18685,might
9,100,0,blue,might,0,4.18685,might
9,0,10,orange,bare,0,4.18685,might
9,10,0,orange,bare,0,4.18685,might
9,25,0,orange,bare,0,4.18685,might
9,40,0,orange,bare,0,4.18685,might
9,50,0,orange,bare,0,4.18685,might
9,60,0,orange,bare,0,4.18685,might
9,75,0,orange,bare,0,4.18685,might
9,90,0,orange,bare,0,4.18685,might
9,100,0,orange,bare,0,4.18685,might
9,0,0,orange,probably,0,4.18685,might
9,10,8,orange,probably,0,4.18685,might
9,25,2,orange,probably,0,4.18685,might
9,40,0,orange,probably,0,4.18685,might
9,50,0,orange,probably,0,4.18685,might
9,60,0,orange,probably,0,4.18685,might
9,75,0,orange,probably,0,4.18685,might
9,90,0,orange,probably,0,4.18685,might
9,100,0,orange,probably,0,4.18685,might
9,0,0,orange,might,0,4.18685,might
9,10,0,orange,might,0,4.18685,might
9,25,0,orange,might,0,4.18685,might
9,40,3,orange,might,0,4.18685,might
9,50,4,orange,might,0,4.18685,might
9,60,3,orange,might,0,4.18685,might
9,75,0,orange,might,0,4.18685,might
9,90,0,orange,might,0,4.18685,might
9,100,0,orange,might,0,4.18685,might
9,0,0,blue,probably,0,4.18685,might
9,10,0,blue,probably,0,4.18685,might
9,25,0,blue,probably,0,4.18685,might
9,40,0,blue,probably,0,4.18685,might
9,50,0,blue,probably,0,4.18685,might
9,60,0,blue,probably,0,4.18685,might
9,75,6,blue,probably,0,4.18685,might
9,90,4,blue,probably,0,4.18685,might
9,100,0,blue,probably,0,4.18685,might
9,0,0,blue,bare,0,4.18685,might
9,10,0,blue,bare,0,4.18685,might
9,25,0,blue,bare,0,4.18685,might
9,40,0,blue,bare,0,4.18685,might
9,50,0,blue,bare,0,4.18685,might
9,60,0,blue,bare,0,4.18685,might
9,75,0,blue,bare,0,4.18685,might
9,90,0,blue,bare,0,4.18685,might
9,100,10,blue,bare,0,4.18685,might
10,0,0,orange,probably,0,5.6359,might
10,10,9,orange,probably,0,5.6359,might
10,25,1,orange,probably,0,5.6359,might
10,40,0,orange,probably,0,5.6359,might
10,50,0,orange,probably,0,5.6359,might
10,60,0,orange,probably,0,5.6359,might
10,75,0,orange,probably,0,5.6359,might
10,90,0,orange,probably,0,5.6359,might
10,100,0,orange,probably,0,5.6359,might
10,0,0,blue,probably,0,5.6359,might
10,10,0,blue,probably,0,5.6359,might
10,25,0,blue,probably,0,5.6359,might
10,40,0,blue,probably,0,5.6359,might
10,50,0,blue,probably,0,5.6359,might
10,60,0,blue,probably,0,5.6359,might
10,75,1,blue,probably,0,5.6359,might
10,90,9,blue,probably,0,5.6359,might
10,100,0,blue,probably,0,5.6359,might
10,0,0,blue,might,0,5.6359,might
10,10,0,blue,might,0,5.6359,might
10,25,0,blue,might,0,5.6359,might
10,40,2,blue,might,0,5.6359,might
10,50,3,blue,might,0,5.6359,might
10,60,3,blue,might,0,5.6359,might
10,75,2,blue,might,0,5.6359,might
10,90,0,blue,might,0,5.6359,might
10,100,0,blue,might,0,5.6359,might
10,0,10,orange,bare,0,5.6359,might
10,10,0,orange,bare,0,5.6359,might
10,25,0,orange,bare,0,5.6359,might
10,40,0,orange,bare,0,5.6359,might
10,50,0,orange,bare,0,5.6359,might
10,60,0,orange,bare,0,5.6359,might
10,75,0,orange,bare,0,5.6359,might
10,90,0,orange,bare,0,5.6359,might
10,100,0,orange,bare,0,5.6359,might
10,0,0,orange,might,0,5.6359,might
10,10,0,orange,might,0,5.6359,might
10,25,3,orange,might,0,5.6359,might
10,40,3,orange,might,0,5.6359,might
10,50,4,orange,might,0,5.6359,might
10,60,0,orange,might,0,5.6359,might
10,75,0,orange,might,0,5.6359,might
10,90,0,orange,might,0,5.6359,might
10,100,0,orange,might,0,5.6359,might
10,0,0,blue,bare,0,5.6359,might
10,10,0,blue,bare,0,5.6359,might
10,25,0,blue,bare,0,5.6359,might
10,40,0,blue,bare,0,5.6359,might
10,50,0,blue,bare,0,5.6359,might
10,60,0,blue,bare,0,5.6359,might
10,75,0,blue,bare,0,5.6359,might
10,90,0,blue,bare,0,5.6359,might
10,100,10,blue,bare,0,5.6359,might
11,0,2,orange,probably,0,5.7502,might
11,10,1,orange,probably,0,5.7502,might
11,25,2,orange,probably,0,5.7502,might
11,40,2,orange,probably,0,5.7502,might
11,50,2,orange,probably,0,5.7502,might
11,60,1,orange,probably,0,5.7502,might
11,75,0,orange,probably,0,5.7502,might
11,90,0,orange,probably,0,5.7502,might
11,100,0,orange,probably,0,5.7502,might
11,0,0,blue,probably,0,5.7502,might
11,10,0,blue,probably,0,5.7502,might
11,25,0,blue,probably,0,5.7502,might
11,40,0,blue,probably,0,5.7502,might
11,50,0,blue,probably,0,5.7502,might
11,60,3,blue,probably,0,5.7502,might
11,75,4,blue,probably,0,5.7502,might
11,90,3,blue,probably,0,5.7502,might
11,100,0,blue,probably,0,5.7502,might
11,0,6,orange,bare,0,5.7502,might
11,10,3,orange,bare,0,5.7502,might
11,25,1,orange,bare,0,5.7502,might
11,40,0,orange,bare,0,5.7502,might
11,50,0,orange,bare,0,5.7502,might
11,60,0,orange,bare,0,5.7502,might
11,75,0,orange,bare,0,5.7502,might
11,90,0,orange,bare,0,5.7502,might
11,100,0,orange,bare,0,5.7502,might
11,0,0,blue,bare,0,5.7502,might
11,10,0,blue,bare,0,5.7502,might
11,25,0,blue,bare,0,5.7502,might
11,40,0,blue,bare,0,5.7502,might
11,50,0,blue,bare,0,5.7502,might
11,60,0,blue,bare,0,5.7502,might
11,75,1,blue,bare,0,5.7502,might
11,90,2,blue,bare,0,5.7502,might
11,100,7,blue,bare,0,5.7502,might
