"Answer.time_in_minutes","modal","workerid","rating","percentage_blue","color","Answer.misread_instructions","Answer.condition","speaker_cond"
7.36295,"might",2,3,40,"orange",0,"might","f"
7.36295,"might",2,4,50,"orange",0,"might","f"
7.36295,"might",2,0,60,"orange",0,"might","f"
7.36295,"might",2,0,75,"orange",0,"might","f"
7.36295,"might",2,0,90,"orange",0,"might","f"
7.36295,"might",2,0,100,"orange",0,"might","f"
7.36295,"might",2,0,0,"blue",0,"might","f"
7.36295,"might",2,0,10,"blue",0,"might","f"
7.36295,"might",2,0,25,"blue",0,"might","f"
7.36295,"might",2,0,40,"blue",0,"might","f"
7.36295,"might",2,5,50,"blue",0,"might","f"
7.36295,"might",2,4,60,"blue",0,"might","f"
7.36295,"might",2,1,75,"blue",0,"might","f"
7.36295,"might",2,0,90,"blue",0,"might","f"
7.36295,"might",2,0,100,"blue",0,"might","f"
5.15425,"bare",3,10,0,"orange",0,"might","f"
5.15425,"bare",3,0,10,"orange",0,"might","f"
5.15425,"bare",3,0,25,"orange",0,"might","f"
5.15425,"bare",3,0,40,"orange",0,"might","f"
5.15425,"bare",3,0,50,"orange",0,"might","f"
5.15425,"bare",3,0,60,"orange",0,"might","f"
5.15425,"bare",3,0,75,"orange",0,"might","f"
5.15425,"bare",3,0,90,"orange",0,"might","f"
5.15425,"bare",3,0,100,"orange",0,"might","f"
5.15425,"probably",3,0,0,"orange",0,"might","f"
5.15425,"probably",3,7,10,"orange",0,"might","f"
5.15425,"probably",3,3,25,"orange",0,"might","f"
5.15425,"probably",3,0,40,"orange",0,"might","f"
5.15425,"probably",3,0,50,"orange",0,"might","f"
5.15425,"probably",3,0,60,"orange",0,"might","f"
5.15425,"probably",3,0,75,"orange",0,"might","f"
5.15425,"probably",3,0,90,"orange",0,"might","f"
5.15425,"probably",3,0,100,"orange",0,"might","f"
5.15425,"bare",3,0,0,"blue",0,"might","f"
5.15425,"bare",3,0,10,"blue",0,"might","f"
5.15425,"bare",3,0,25,"blue",0,"might","f"
5.15425,"bare",3,0,40,"blue",0,"might","f"
5.15425,"bare",3,0,50,"blue",0,"might","f"
5.15425,"bare",3,0,60,"blue",0,"might","f"
5.15425,"bare",3,0,75,"blue",0,"might","f"
5.15425,"bare",3,0,90,"blue",0,"might","f"
5.15425,"bare",3,10,100,"blue",0,"might","f"
5.15425,"might",3,0,0,"orange",0,"might","f"
5.15425,"might",3,0,10,"orange",0,"might","f"
5.15425,"might",3,6,25,"orange",0,"might","f"
5.15425,"might",3,4,40,"orange",0,"might","f"
5.15425,"might",3,0,50,"orange",0,"might","f"
5.15425,"might",3,0,60,"orange",0,"might","f"
5.15425,"might",3,0,75,"orange",0,"might","f"
5.15425,"might",3,0,90,"orange",0,"might","f"
5.15425,"might",3,0,100,"orange",0,"might","f"
5.15425,"might",3,0,0,"blue",0,"might","f"
5.15425,"might",3,0,10,"blue",0,"might","f"
5.15425,"might",3,0,25,"blue",0,"might","f"
5.15425,"might",3,0,40,"blue",0,"might","f"
5.15425,"might",3,0,50,"blue",0,"might","f"
5.15425,"might",3,0,60,"blue",0,"might","f"
5.15425,"might",3,10,75,"blue",0,"might","f"
5.15425,"might",3,0,90,"blue",0,"might","f"
5.15425,"might",3,0,100,"blue",0,"might","f"
5.15425,"probably",3,0,0,"blue",0,"might","f"
5.15425,"probably",3,0,10,"blue",0,"might","f"
5.15425,"probably",3,0,25,"blue",0,"might","f"
5.15425,"probably",3,0,40,"blue",0,"might","f"
5.15425,"probably",3,0,50,"blue",0,"might","f"
5.15425,"probably",3,0,60,"blue",0,"might","f"
5.15425,"probably",3,0,75,"blue",0,"might","f"
5.15425,"probably",3,10,90,"blue",0,"might","f"
5.15425,"probably",3,0,100,"blue",0,"might","f"
9.65285,"bare",4,10,0,"orange",0,"might","f"
9.65285,"bare",4,0,10,"orange",0,"might","f"
9.65285,"bare",4,0,25,"orange",0,"might","f"
9.65285,"bare",4,0,40,"orange",0,"might","f"
9.65285,"bare",4,0,50,"orange",0,"might","f"
9.65285,"bare",4,0,60,"orange",0,"might","f"
9.65285,"bare",4,0,75,"orange",0,"might","f"
9.65285,"bare",4,0,90,"orange",0,"might","f"
9.65285,"bare",4,0,100,"orange",0,"might","f"
9.65285,"might",4,0,0,"orange",0,"might","f"
9.65285,"might",4,0,10,"orange",0,"might","f"
9.65285,"might",4,0,25,"orange",0,"might","f"
9.65285,"might",4,0,40,"orange",0,"might","f"
9.65285,"might",4,5,50,"orange",0,"might","f"
9.65285,"might",4,3,60,"orange",0,"might","f"
9.65285,"might",4,2,75,"orange",0,"might","f"
9.65285,"might",4,0,90,"orange",0,"might","f"
9.65285,"might",4,0,100,"orange",0,"might","f"
9.65285,"probably",4,0,0,"orange",0,"might","f"
9.65285,"probably",4,8,10,"orange",0,"might","f"
9.65285,"probably",4,2,25,"orange",0,"might","f"
9.65285,"probably",4,0,40,"orange",0,"might","f"
9.65285,"probably",4,0,50,"orange",0,"might","f"
9.65285,"probably",4,0,60,"orange",0,"might","f"
9.65285,"probably",4,0,75,"orange",0,"might","f"
9.65285,"probably",4,0,90,"orange",0,"might","f"
9.65285,"probably",4,0,100,"orange",0,"might","f"
9.65285,"probably",4,0,0,"blue",0,"might","f"
9.65285,"probably",4,0,10,"blue",0,"might","f"
9.65285,"probably",4,0,25,"blue",0,"might","f"
9.65285,"probably",4,0,40,"blue",0,"might","f"
9.65285,"probably",4,0,50,"blue",0,"might","f"
9.65285,"probably",4,1,60,"blue",0,"might","f"
9.65285,"probably",4,2,75,"blue",0,"might","f"
9.65285,"probably",4,7,90,"blue",0,"might","f"
9.65285,"probably",4,0,100,"blue",0,"might","f"
9.65285,"might",4,0,0,"blue",0,"might","f"
9.65285,"might",4,0,10,"blue",0,"might","f"
9.65285,"might",4,0,25,"blue",0,"might","f"
9.65285,"might",4,0,40,"blue",0,"might","f"
9.65285,"might",4,5,50,"blue",0,"might","f"
9.65285,"might",4,3,60,"blue",0,"might","f"
9.65285,"might",4,2,75,"blue",0,"might","f"
9.65285,"might",4,0,90,"blue",0,"might","f"
9.65285,"might",4,0,100,"blue",0,"might","f"
9.65285,"bare",4,0,0,"blue",0,"might","f"
9.65285,"bare",4,0,10,"blue",0,"might","f"
9.65285,"bare",4,0,25,"blue",0,"might","f"
9.65285,"bare",4,0,40,"blue",0,"might","f"
9.65285,"bare",4,0,50,"blue",0,"might","f"
9.65285,"bare",4,0,60,"blue",0,"might","f"
9.65285,"bare",4,0,75,"blue",0,"might","f"
9.65285,"bare",4,0,90,"blue",0,"might","f"
9.65285,"bare",4,10,100,"blue",0,"might","f"
7.88745,"might",5,0,0,"orange",0,"might","f"
7.88745,"might",5,0,10,"orange",0,"might","f"
7.88745,"might",5,3,25,"orange",0,"might","f"
7.88745,"might",5,3,40,"orange",0,"might","f"
7.88745,"might",5,2,50,"orange",0,"might","f"
7.88745,"might",5,1,60,"orange",0,"might","f"
7.88745,"might",5,1,75,"orange",0,"might","f"
7.88745,"might",5,0,90,"orange",0,"might","f"
7.88745,"might",5,0,100,"orange",0,"might","f"
7.88745,"probably",5,0,0,"blue",0,"might","f"
7.88745,"probably",5,0,10,"blue",0,"might","f"
7.88745,"probably",5,0,25,"blue",0,"might","f"
7.88745,"probably",5,0,40,"blue",0,"might","f"
7.88745,"probably",5,0,50,"blue",0,"might","f"
7.88745,"probably",5,1,60,"blue",0,"might","f"
7.88745,"probably",5,3,75,"blue",0,"might","f"
7.88745,"probably",5,6,90,"blue",0,"might","f"
7.88745,"probably",5,0,100,"blue",0,"might","f"
7.88745,"probably",5,0,0,"orange",0,"might","f"
7.88745,"probably",5,6,10,"orange",0,"might","f"
7.88745,"probably",5,3,25,"orange",0,"might","f"
7.88745,"probably",5,1,40,"orange",0,"might","f"
7.88745,"probably",5,0,50,"orange",0,"might","f"
7.88745,"probably",5,0,60,"orange",0,"might","f"
7.88745,"probably",5,0,75,"orange",0,"might","f"
7.88745,"probably",5,0,90,"orange",0,"might","f"
7.88745,"probably",5,0,100,"orange",0,"might","f"
7.88745,"might",5,0,0,"blue",0,"might","f"
7.88745,"might",5,0,10,"blue",0,"might","f"
7.88745,"might",5,0,25,"blue",0,"might","f"
7.88745,"might",5,4,40,"blue",0,"might","f"
7.88745,"might",5,3,50,"blue",0,"might","f"
7.88745,"might",5,3,60,"blue",0,"might","f"
7.88745,"might",5,0,75,"blue",0,"might","f"
7.88745,"might",5,0,90,"blue",0,"might","f"
7.88745,"might",5,0,100,"blue",0,"might","f"
7.88745,"bare",5,0,0,"blue",0,"might","f"
7.88745,"bare",5,0,10,"blue",0,"might","f"
7.88745,"bare",5,0,25,"blue",0,"might","f"
7.88745,"bare",5,0,40,"blue",0,"might","f"
7.88745,"bare",5,0,50,"blue",0,"might","f"
7.88745,"bare",5,0,60,"blue",0,"might","f"
7.88745,"bare",5,0,75,"blue",0,"might","f"
7.88745,"bare",5,0,90,"blue",0,"might","f"
7.88745,"bare",5,10,100,"blue",0,"might","f"
7.88745,"bare",5,10,0,"orange",0,"might","f"
7.88745,"bare",5,0,10,"orange",0,"might","f"
7.88745,"bare",5,0,25,"orange",0,"might","f"
7.88745,"bare",5,0,40,"orange",0,"might","f"
7.88745,"bare",5,0,50,"orange",0,"might","f"
7.88745,"bare",5,0,60,"orange",0,"might","f"
7.88745,"bare",5,0,75,"orange",0,"might","f"
7.88745,"bare",5,0,90,"orange",0,"might","f"
7.88745,"bare",5,0,100,"orange",0,"might","f"
6.48071666666667,"might",6,0,0,"orange",0,"might","f"
6.48071666666667,"might",6,0,10,"orange",0,"might","f"
6.48071666666667,"might",6,0,25,"orange",0,"might","f"
6.48071666666667,"might",6,5,40,"orange",0,"might","f"
6.48071666666667,"might",6,5,50,"orange",0,"might","f"
6.48071666666667,"might",6,0,60,"orange",0,"might","f"
6.48071666666667,"might",6,0,75,"orange",0,"might","f"
6.48071666666667,"might",6,0,90,"orange",0,"might","f"
6.48071666666667,"might",6,0,100,"orange",0,"might","f"
6.48071666666667,"bare",6,10,0,"orange",0,"might","f"
6.48071666666667,"bare",6,0,10,"orange",0,"might","f"
6.48071666666667,"bare",6,0,25,"orange",0,"might","f"
6.48071666666667,"bare",6,0,40,"orange",0,"might","f"
6.48071666666667,"bare",6,0,50,"orange",0,"might","f"
6.48071666666667,"bare",6,0,60,"orange",0,"might","f"
6.48071666666667,"bare",6,0,75,"orange",0,"might","f"
6.48071666666667,"bare",6,0,90,"orange",0,"might","f"
6.48071666666667,"bare",6,0,100,"orange",0,"might","f"
6.48071666666667,"probably",6,0,0,"orange",0,"might","f"
6.48071666666667,"probably",6,5,10,"orange",0,"might","f"
6.48071666666667,"probably",6,5,25,"orange",0,"might","f"
6.48071666666667,"probably",6,0,40,"orange",0,"might","f"
6.48071666666667,"probably",6,0,50,"orange",0,"might","f"
6.48071666666667,"probably",6,0,60,"orange",0,"might","f"
6.48071666666667,"probably",6,0,75,"orange",0,"might","f"
6.48071666666667,"probably",6,0,90,"orange",0,"might","f"
6.48071666666667,"probably",6,0,100,"orange",0,"might","f"
6.48071666666667,"bare",6,0,0,"blue",0,"might","f"
6.48071666666667,"bare",6,0,10,"blue",0,"might","f"
6.48071666666667,"bare",6,0,25,"blue",0,"might","f"
6.48071666666667,"bare",6,0,40,"blue",0,"might","f"
6.48071666666667,"bare",6,0,50,"blue",0,"might","f"
6.48071666666667,"bare",6,0,60,"blue",0,"might","f"
6.48071666666667,"bare",6,0,75,"blue",0,"might","f"
6.48071666666667,"bare",6,0,90,"blue",0,"might","f"
6.48071666666667,"bare",6,10,100,"blue",0,"might","f"
6.48071666666667,"might",6,0,0,"blue",0,"might","f"
6.48071666666667,"might",6,0,10,"blue",0,"might","f"
6.48071666666667,"might",6,0,25,"blue",0,"might","f"
6.48071666666667,"might",6,0,40,"blue",0,"might","f"
6.48071666666667,"might",6,6,50,"blue",0,"might","f"
6.48071666666667,"might",6,4,60,"blue",0,"might","f"
6.48071666666667,"might",6,0,75,"blue",0,"might","f"
6.48071666666667,"might",6,0,90,"blue",0,"might","f"
6.48071666666667,"might",6,0,100,"blue",0,"might","f"
6.48071666666667,"probably",6,0,0,"blue",0,"might","f"
6.48071666666667,"probably",6,0,10,"blue",0,"might","f"
6.48071666666667,"probably",6,0,25,"blue",0,"might","f"
6.48071666666667,"probably",6,0,40,"blue",0,"might","f"
6.48071666666667,"probably",6,0,50,"blue",0,"might","f"
6.48071666666667,"probably",6,0,60,"blue",0,"might","f"
6.48071666666667,"probably",6,5,75,"blue",0,"might","f"
6.48071666666667,"probably",6,5,90,"blue",0,"might","f"
6.48071666666667,"probably",6,0,100,"blue",0,"might","f"
6.84523333333333,"probably",7,0,0,"blue",0,"might","f"
6.84523333333333,"probably",7,0,10,"blue",0,"might","f"
6.84523333333333,"probably",7,0,25,"blue",0,"might","f"
6.84523333333333,"probably",7,0,40,"blue",0,"might","f"
6.84523333333333,"probably",7,0,50,"blue",0,"might","f"
6.84523333333333,"probably",7,0,60,"blue",0,"might","f"
6.84523333333333,"probably",7,6,75,"blue",0,"might","f"
6.84523333333333,"probably",7,4,90,"blue",0,"might","f"
6.84523333333333,"probably",7,0,100,"blue",0,"might","f"
6.84523333333333,"probably",7,0,0,"orange",0,"might","f"
6.84523333333333,"probably",7,4,10,"orange",0,"might","f"
6.84523333333333,"probably",7,6,25,"orange",0,"might","f"
6.84523333333333,"probably",7,0,40,"orange",0,"might","f"
6.84523333333333,"probably",7,0,50,"orange",0,"might","f"
6.84523333333333,"probably",7,0,60,"orange",0,"might","f"
6.84523333333333,"probably",7,0,75,"orange",0,"might","f"
6.84523333333333,"probably",7,0,90,"orange",0,"might","f"
6.84523333333333,"probably",7,0,100,"orange",0,"might","f"
6.84523333333333,"might",7,0,0,"orange",0,"might","f"
6.84523333333333,"might",7,0,10,"orange",0,"might","f"
6.84523333333333,"might",7,0,25,"orange",0,"might","f"
6.84523333333333,"might",7,5,40,"orange",0,"might","f"
6.84523333333333,"might",7,5,50,"orange",0,"might","f"
6.84523333333333,"might",7,0,60,"orange",0,"might","f"
6.84523333333333,"might",7,0,75,"orange",0,"might","f"
6.84523333333333,"might",7,0,90,"orange",0,"might","f"
6.84523333333333,"might",7,0,100,"orange",0,"might","f"
6.84523333333333,"bare",7,0,0,"blue",0,"might","f"
6.84523333333333,"bare",7,0,10,"blue",0,"might","f"
6.84523333333333,"bare",7,0,25,"blue",0,"might","f"
6.84523333333333,"bare",7,0,40,"blue",0,"might","f"
6.84523333333333,"bare",7,0,50,"blue",0,"might","f"
6.84523333333333,"bare",7,0,60,"blue",0,"might","f"
6.84523333333333,"bare",7,0,75,"blue",0,"might","f"
6.84523333333333,"bare",7,0,90,"blue",0,"might","f"
6.84523333333333,"bare",7,10,100,"blue",0,"might","f"
6.84523333333333,"might",7,0,0,"blue",0,"might","f"
6.84523333333333,"might",7,0,10,"blue",0,"might","f"
6.84523333333333,"might",7,0,25,"blue",0,"might","f"
6.84523333333333,"might",7,0,40,"blue",0,"might","f"
6.84523333333333,"might",7,0,50,"blue",0,"might","f"
6.84523333333333,"might",7,4,60,"blue",0,"might","f"
6.84523333333333,"might",7,6,75,"blue",0,"might","f"
6.84523333333333,"might",7,0,90,"blue",0,"might","f"
6.84523333333333,"might",7,0,100,"blue",0,"might","f"
6.84523333333333,"bare",7,10,0,"orange",0,"might","f"
6.84523333333333,"bare",7,0,10,"orange",0,"might","f"
6.84523333333333,"bare",7,0,25,"orange",0,"might","f"
6.84523333333333,"bare",7,0,40,"orange",0,"might","f"
6.84523333333333,"bare",7,0,50,"orange",0,"might","f"
6.84523333333333,"bare",7,0,60,"orange",0,"might","f"
6.84523333333333,"bare",7,0,75,"orange",0,"might","f"
6.84523333333333,"bare",7,0,90,"orange",0,"might","f"
6.84523333333333,"bare",7,0,100,"orange",0,"might","f"
6.57451666666667,"might",8,0,0,"blue",0,"might","f"
6.57451666666667,"might",8,0,10,"blue",0,"might","f"
6.57451666666667,"might",8,0,25,"blue",0,"might","f"
6.57451666666667,"might",8,0,40,"blue",0,"might","f"
6.57451666666667,"might",8,2,50,"blue",0,"might","f"
6.57451666666667,"might",8,3,60,"blue",0,"might","f"
6.57451666666667,"might",8,4,75,"blue",0,"might","f"
6.57451666666667,"might",8,1,90,"blue",0,"might","f"
6.57451666666667,"might",8,0,100,"blue",0,"might","f"
6.57451666666667,"bare",8,0,0,"blue",0,"might","f"
6.57451666666667,"bare",8,0,10,"blue",0,"might","f"
6.57451666666667,"bare",8,0,25,"blue",0,"might","f"
6.57451666666667,"bare",8,0,40,"blue",0,"might","f"
6.57451666666667,"bare",8,0,50,"blue",0,"might","f"
6.57451666666667,"bare",8,0,60,"blue",0,"might","f"
6.57451666666667,"bare",8,0,75,"blue",0,"might","f"
6.57451666666667,"bare",8,0,90,"blue",0,"might","f"
6.57451666666667,"bare",8,10,100,"blue",0,"might","f"
6.57451666666667,"probably",8,0,0,"orange",0,"might","f"
6.57451666666667,"probably",8,1,10,"orange",0,"might","f"
6.57451666666667,"probably",8,4,25,"orange",0,"might","f"
6.57451666666667,"probably",8,4,40,"orange",0,"might","f"
6.57451666666667,"probably",8,1,50,"orange",0,"might","f"
6.57451666666667,"probably",8,0,60,"orange",0,"might","f"
6.57451666666667,"probably",8,0,75,"orange",0,"might","f"
6.57451666666667,"probably",8,0,90,"orange",0,"might","f"
6.57451666666667,"probably",8,0,100,"orange",0,"might","f"
6.57451666666667,"bare",8,10,0,"orange",0,"might","f"
6.57451666666667,"bare",8,0,10,"orange",0,"might","f"
6.57451666666667,"bare",8,0,25,"orange",0,"might","f"
6.57451666666667,"bare",8,0,40,"orange",0,"might","f"
6.57451666666667,"bare",8,0,50,"orange",0,"might","f"
6.57451666666667,"bare",8,0,60,"orange",0,"might","f"
6.57451666666667,"bare",8,0,75,"orange",0,"might","f"
6.57451666666667,"bare",8,0,90,"orange",0,"might","f"
6.57451666666667,"bare",8,0,100,"orange",0,"might","f"
6.57451666666667,"might",8,0,0,"orange",0,"might","f"
6.57451666666667,"might",8,0,10,"orange",0,"might","f"
6.57451666666667,"might",8,2,25,"orange",0,"might","f"
6.57451666666667,"might",8,4,40,"orange",0,"might","f"
6.57451666666667,"might",8,3,50,"orange",0,"might","f"
6.57451666666667,"might",8,1,60,"orange",0,"might","f"
6.57451666666667,"might",8,0,75,"orange",0,"might","f"
6.57451666666667,"might",8,0,90,"orange",0,"might","f"
6.57451666666667,"might",8,0,100,"orange",0,"might","f"
6.57451666666667,"probably",8,0,0,"blue",0,"might","f"
6.57451666666667,"probably",8,0,10,"blue",0,"might","f"
6.57451666666667,"probably",8,0,25,"blue",0,"might","f"
6.57451666666667,"probably",8,0,40,"blue",0,"might","f"
6.57451666666667,"probably",8,0,50,"blue",0,"might","f"
6.57451666666667,"probably",8,1,60,"blue",0,"might","f"
6.57451666666667,"probably",8,3,75,"blue",0,"might","f"
6.57451666666667,"probably",8,6,90,"blue",0,"might","f"
6.57451666666667,"probably",8,0,100,"blue",0,"might","f"
4.92176666666667,"might",9,0,0,"orange",1,"might","f"
4.92176666666667,"might",9,0,10,"orange",1,"might","f"
4.92176666666667,"might",9,0,25,"orange",1,"might","f"
4.92176666666667,"might",9,0,40,"orange",1,"might","f"
4.92176666666667,"might",9,0,50,"orange",1,"might","f"
4.92176666666667,"might",9,2,60,"orange",1,"might","f"
4.92176666666667,"might",9,5,75,"orange",1,"might","f"
4.92176666666667,"might",9,2,90,"orange",1,"might","f"
4.92176666666667,"might",9,1,100,"orange",1,"might","f"
